Participant_#,Age,Bio_sex,Gender,Gender_Update,Gender_Update_6_TEXT,Ethnicity_Eng,Ethnicity,Residence,Country_abortion_policy,Country_genderequalGII,Education,Sexuality,Sexuality_5_TEXT,Relationship_status,Relationship_status_7_TEXT,Relationship_status.0,Children,Children_number,Political_view_2,centercountrypolitics,countrypolitics_2,US_politicalparty,US_politicalparty_5_TEXT,UK_politicalparty,UK_politicalparty_5_TEXT,Mexico_polilticalpar,Mexico_poliparty_English,Mexico_polilticalpar_5_TEXT,India_politicalparty,India_politicalparty_5_TEXT,Religious,Religious_2_English,Religious_2_TEXT,Religious1,Spiritual,Angela_single,Angela_committed,Angela_married,Risky_preg,fetal_abnormality,career,rel_dissolution,no_rel,sheYES_heNO,sheNO_heYES,sheYES_heYES,GRAS_1,GRAS_2,GRAS_3,GRAS_4,GRAS_5,GRAS_6,GRAS_7,GRAS_8,GRAS_9,GRAS_10,GRAS_11,GRAS_12,GRAS_13,GRAS_14,GRAS_15,GRAS_16,GRAS_17,GRAS_18,GRAS_19,GRAS_20,Pronat1,Pronat2,Pronat3,Pronat4,Importance,Pronatal_mean,SOI_1,SOI_2,SOI_3,SOI_attitudes_1,SOI_attitudes_2,SOI_attitudes_3,SOI_thoughts_1,SOI_thoughts_2,SOI_thoughts_3,BAN,BG1,BG2,BG3,BG4,BG5,Abort,Abort_When_Eng,Abort_when,region,Angela1R,Angela2R,Angela3R,Angela4R,Angela5R,Angela6R,Angela7R,Angela8R,Angela9R,Angela10R,Angela11R,Abortion_attitude_SUM,GRAS1R,GRAS2R,GRAS3R,GRAS4R,GRAS5R,GRAS6R,GRAS7R,GRAS_MEAN,SOI_behavior_MEAN,SOI_attitudes1R,SOI_attitudes2R,SOI_attitude_MEAN,SOI_desire_MEAN,SOI,BG_MEAN,Gender_dummy,Religious_dummy
P139,32.0,4.0,,2.0,,Indigenous,Indijena,1.0,2.0,0.322,8.0,1.0,,6.0,,5,1.0,2,0.5,2.0,2.0,,,,,1.0,,,,,1.0,,,,3.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,4.0,2.2,2.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,,,Mexico,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.35,2.3333333333333335,5.0,3.0,4.0,3.0,3.111111111111111,2.4,1.0,0.0
P161,38.0,4.0,,2.0,,Latines,Hispano,1.0,2.0,0.322,8.0,1.0,,6.0,,18,1.0,1,0.6,3.0,3.0,,,,,4.0,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,2.4,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.1,1.0,2.0,2.0,2.0,2.0,1.6666666666666667,2.0,1.0,0.0
P137,31.0,4.0,,2.0,,Latines,Latín,1.0,2.0,0.322,4.0,1.0,,6.0,,4 years,2.0,,0.5,3.0,2.0,,,,,3.0,,,,,1.0,,,,4.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,Mexico,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.25,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0
P172,21.0,4.0,,2.0,,NA,Fitness,1.0,2.0,0.322,7.0,1.0,,1.0,,,2.0,,0.5,2.0,2.0,,,,,1.0,,,,,1.0,,,,2.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.2,3.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,,Mexico,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.05,2.0,4.0,2.0,3.3333333333333335,3.0,2.7777777777777777,4.0,1.0,0.0
P136,39.0,4.0,,2.0,,Latines,Latín,1.0,2.0,0.322,8.0,1.0,,1.0,,,2.0,,0.6,0.0,3.0,,,,,5.0,None,Ninguno,,,1.0,,,,3.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.4,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,,,Mexico,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.5,1.3333333333333333,3.0,3.0,2.6666666666666665,3.0,2.3333333333333335,4.0,1.0,0.0
P165,25.0,4.0,,2.0,,Latines,hispano,1.0,2.0,0.322,8.0,1.0,,6.0,,4,1.0,2,1.0,1.0,4.0,,,,,2.0,,,,,1.0,,,,4.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.6,4.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0,,,Mexico,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,3.5,3.6666666666666665,5.0,5.0,5.0,5.0,4.555555555555555,3.0,1.0,0.0
P050,42.0,4.0,Hombre,2.0,,Latines,mexicano,1.0,2.0,0.322,8.0,3.0,,1.0,,,2.0,,1.0,2.0,4.0,,,,,1.0,,,,,1.0,,,,6.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.6,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,,,Mexico,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.55,4.0,4.0,4.0,3.3333333333333335,2.0,3.111111111111111,4.0,1.0,0.0
P096,38.0,4.0,,2.0,,Latines,Latino,1.0,2.0,0.322,8.0,1.0,,6.0,,8 Years,1.0,4,0.5,0.0,2.0,,,,,5.0,Morena,Morena,,,1.0,,,,5.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.4,2.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,,,Mexico,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,3.65,2.0,3.0,2.0,2.6666666666666665,1.6666666666666667,2.111111111111111,3.4,1.0,0.0
P162,43.0,4.0,,2.0,,Latines,hispano,1.0,2.0,0.322,7.0,1.0,,6.0,,20,1.0,2,0.9,3.0,4.0,,,,,4.0,,,,,1.0,,,,3.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,,,Mexico,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.65,3.3333333333333335,4.0,5.0,4.666666666666667,4.666666666666667,4.222222222222222,4.6,1.0,0.0
P124,24.0,4.0,,2.0,,Latines,latino,1.0,2.0,0.322,4.0,1.0,,1.0,,,2.0,,0.7,3.0,3.0,,,,,4.0,,,,,1.0,,,,5.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.8,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.9,1.0,3.0,2.0,2.0,1.0,1.3333333333333333,1.0,1.0,0.0
P154,70.0,4.0,,2.0,,Latines,HISPANO LATINO,1.0,2.0,0.322,8.0,1.0,,6.0,,43,1.0,2,0.5,1.0,2.0,,,,,2.0,,,,,1.0,,,,5.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.6666666666666667,1.5555555555555556,1.0,1.0,0.0
P164,51.0,4.0,,2.0,,Latines,hispano,1.0,2.0,0.322,8.0,1.0,,6.0,,14 years,1.0,1,0.1,0.0,0.0,,,,,5.0,None,ninguno,,,1.0,,,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.2,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.9,3.3333333333333335,4.0,3.0,3.3333333333333335,3.0,3.2222222222222223,1.0,1.0,0.0
P001,28.0,4.0,,2.0,,Indigenous,Zapoteco,1.0,2.0,0.322,2.0,1.0,,6.0,,11 years,1.0,1,0.1,3.0,0.0,,,,,4.0,,,,,1.0,,,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.8,1.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,11 years ago,11 años,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.6666666666666665,5.0,5.0,3.6666666666666665,2.3333333333333335,3.2222222222222223,5.0,1.0,0.0
P175,56.0,4.0,,2.0,,Latines,Español,1.0,2.0,0.322,4.0,1.0,,6.0,,36 years,1.0,4,0.5,3.0,2.0,,,,,4.0,,,,,1.0,,,,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,2.0,4.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,3.15,2.3333333333333335,4.0,3.0,3.3333333333333335,2.0,2.5555555555555554,3.8,1.0,0.0
P178,20.0,4.0,Masculino,2.0,,NA,De rancho,1.0,2.0,0.322,6.0,1.0,,1.0,,,2.0,,1.0,2.0,4.0,,,,,1.0,,,,,1.0,,,,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,5.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.15,3.6666666666666665,2.0,3.0,2.0,3.0,2.888888888888889,3.2,1.0,0.0
P200,35.0,4.0,,2.0,,White,Blanca,1.0,2.0,0.322,8.0,2.0,,2.0,,2 years,1.0,2,0.3,3.0,1.0,,,,,3.0,,,,,1.0,,,,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.2,2.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.6666666666666667,5.0,1.0,2.3333333333333335,1.6666666666666667,1.8888888888888888,4.4,1.0,0.0
P643,65.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,1.0,,1.0,,,1.0,3,0.9,4.0,4.0,1.0,,,,,,,,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,2.8,3.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.4,3.0,5.0,5.0,4.666666666666667,3.6666666666666665,3.7777777777777777,1.0,0.0,0.0
P652,43.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,1.0,,1.0,,,1.0,1,0.5,0.0,2.0,5.0,,,,,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,2.8,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,1998,1998,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.9,2.6666666666666665,4.0,3.0,3.0,1.0,2.2222222222222223,2.6,0.0,0.0
P653,23.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,3.0,,3.0,,5,2.0,,0.7,4.0,3.0,1.0,,,,,,,,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.6,2.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2016,2016,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2.0,5.0,5.0,1.0,5.0,5.0,4.0,3.7,3.3333333333333335,5.0,4.0,4.333333333333333,1.3333333333333333,3.0,2.0,0.0,0.0
P659,62.0,5.0,,1.0,,White,White,4.0,6.0,0.204,4.0,1.0,,1.0,,,1.0,1,0.5,4.0,2.0,1.0,,,,,,,,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,1.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,7.0,5.0,5.0,2.0,3.0,3.0,1.0,1991,1991,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.8,3.0,4.0,3.0,3.3333333333333335,1.3333333333333333,2.5555555555555554,3.6,0.0,0.0
P703,28.0,5.0,,1.0,,White,White,4.0,6.0,0.204,2.0,2.0,,6.0,,2 years,1.0,2,0.8,0.0,4.0,5.0,Undecided,,,,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,2.4,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.8,2.3333333333333335,5.0,2.0,3.3333333333333335,1.0,2.2222222222222223,1.0,0.0,0.0
P707,49.0,5.0,,1.0,,White,White,4.0,6.0,0.204,6.0,1.0,,9.0,,0,1.0,1,0.5,0.0,2.0,5.0,Independent,,,,,,,,1.0,,,,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,3.2,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,7.0,5.0,2.0,2.0,5.0,5.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,1.0,1.0,1.0,1.0,1.0,1.0,3.8,0.0,0.0
P710,67.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,1.0,,6.0,,37 years,1.0,2,0.0,0.0,0.0,2.0,,,,,,,,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.2,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,2.0,5.0,5.0,2.0,2.0,3.7,1.0,4.0,4.0,3.0,1.6666666666666667,1.8888888888888888,2.4,0.0,0.0
P711,45.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,1.0,,6.0,,10,1.0,2,0.0,0.0,0.0,2.0,,,,,,,,,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.8,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,3.35,2.3333333333333335,4.0,4.0,3.3333333333333335,2.3333333333333335,2.6666666666666665,1.0,0.0,0.0
P717,61.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,1.0,,1.0,,,1.0,1,0.2,0.0,0.0,2.0,,,,,,,,,1.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,2.0,2.0,5.0,2.0,3.0,2.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,42 year ago,42 year ago,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.65,3.6666666666666665,4.0,4.0,4.333333333333333,2.3333333333333335,3.4444444444444446,2.0,0.0,0.0
P718,53.0,5.0,,1.0,,White,White,4.0,6.0,0.204,3.0,1.0,,2.0,,4 years,1.0,3,0.2,0.0,0.0,2.0,,,,,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6666666666666665,2.0,2.0,2.0,1.6666666666666667,2.111111111111111,3.0,0.0,0.0
P724,43.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,1.0,,1.0,,,1.0,2,0.5,0.0,2.0,2.0,,,,,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.2,1.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,3.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.9,2.6666666666666665,4.0,2.0,3.3333333333333335,2.0,2.6666666666666665,4.4,0.0,0.0
P725,38.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,1.0,,1.0,,,2.0,,0.5,0.0,2.0,2.0,,,,,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,7.0,4.0,4.0,4.0,4.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.4,2.0,1.0,1.0,1.0,1.0,1.3333333333333333,4.0,0.0,0.0
P727,50.0,5.0,,1.0,,White,White,4.0,6.0,0.204,4.0,1.0,,6.0,,26 years,2.0,,0.5,0.0,2.0,2.0,,,,,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.8,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.85,1.3333333333333333,2.0,5.0,3.0,1.3333333333333333,1.8888888888888888,3.0,0.0,0.0
