Participant_#,Age,Bio_sex,Gender,Gender_Update,Gender_Update_6_TEXT,Ethnicity_Eng,Ethnicity,Residence,Country_abortion_policy,Country_genderequalGII,Education,Sexuality,Sexuality_5_TEXT,Relationship_status,Relationship_status_7_TEXT,Relationship_status.0,Children,Children_number,Political_view_2,centercountrypolitics,countrypolitics_2,US_politicalparty,US_politicalparty_5_TEXT,UK_politicalparty,UK_politicalparty_5_TEXT,Mexico_polilticalpar,Mexico_poliparty_English,Mexico_polilticalpar_5_TEXT,India_politicalparty,India_politicalparty_5_TEXT,Religious,Religious_2_English,Religious_2_TEXT,Religious1,Spiritual,Angela_single,Angela_committed,Angela_married,Risky_preg,fetal_abnormality,career,rel_dissolution,no_rel,sheYES_heNO,sheNO_heYES,sheYES_heYES,GRAS_1,GRAS_2,GRAS_3,GRAS_4,GRAS_5,GRAS_6,GRAS_7,GRAS_8,GRAS_9,GRAS_10,GRAS_11,GRAS_12,GRAS_13,GRAS_14,GRAS_15,GRAS_16,GRAS_17,GRAS_18,GRAS_19,GRAS_20,Pronat1,Pronat2,Pronat3,Pronat4,Importance,Pronatal_mean,SOI_1,SOI_2,SOI_3,SOI_attitudes_1,SOI_attitudes_2,SOI_attitudes_3,SOI_thoughts_1,SOI_thoughts_2,SOI_thoughts_3,BAN,BG1,BG2,BG3,BG4,BG5,Abort,Abort_When_Eng,Abort_when,region,Angela1R,Angela2R,Angela3R,Angela4R,Angela5R,Angela6R,Angela7R,Angela8R,Angela9R,Angela10R,Angela11R,Abortion_attitude_SUM,GRAS1R,GRAS2R,GRAS3R,GRAS4R,GRAS5R,GRAS6R,GRAS7R,GRAS_MEAN,SOI_behavior_MEAN,SOI_attitudes1R,SOI_attitudes2R,SOI_attitude_MEAN,SOI_desire_MEAN,SOI,BG_MEAN,Gender_dummy,Religious_dummy
P343,35.0,4.0,,2.0,,White,White,2.0,5.0,0.118,6.0,1.0,,6.0,,16,1.0,5,0.5,0.0,2.0,,,5.0,None,,,,,,1.0,,,,6.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,3.0,1.0,3.0,1.0,5.0,2.0,2.0,5.0,5.0,2.0,3.0,5.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.6,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,UK,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,3.0,5.0,3.0,5.0,1.0,4.0,4.0,3.45,1.3333333333333333,2.0,2.0,1.6666666666666667,1.0,1.3333333333333333,3.0,1.0,0.0
P400,26.0,4.0,,2.0,,White,british,2.0,5.0,0.118,3.0,1.0,,1.0,,,2.0,,0.4,3.0,1.0,,,2.0,,,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.6,4.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,,UK,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.45,2.6666666666666665,4.0,2.0,3.0,4.0,3.2222222222222223,1.0,1.0,0.0
P337,34.0,4.0,,2.0,,White,White,2.0,5.0,0.118,8.0,1.0,,6.0,,7 years,1.0,1,0.3,1.0,1.0,,,1.0,,,,,,,1.0,,,,3.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.2,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,,UK,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.35,3.6666666666666665,4.0,4.0,3.6666666666666665,3.0,3.4444444444444446,2.0,1.0,0.0
P364,74.0,4.0,,2.0,,NA,Male,2.0,5.0,0.118,4.0,1.0,,6.0,,54 years,1.0,2,0.0,1.0,0.0,,,1.0,,,,,,,1.0,,,,4.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,2.8,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,,UK,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,3.95,1.0,3.0,1.0,1.6666666666666667,1.0,1.2222222222222223,3.0,1.0,0.0
P294,65.0,4.0,,2.0,,White,White,2.0,5.0,0.118,3.0,1.0,,6.0,,16 years,2.0,,0.5,0.0,2.0,,,5.0,None,,,,,,1.0,,,,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,UK,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.35,3.0,4.0,2.0,3.0,1.3333333333333333,2.4444444444444446,1.0,1.0,0.0
P391,65.0,4.0,,2.0,,White,British,2.0,5.0,0.118,8.0,1.0,,6.0,,33,1.0,3,0.2,1.0,0.0,,,1.0,,,,,,,1.0,,,,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,UK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.55,1.0,2.0,2.0,2.0,1.6666666666666667,1.5555555555555556,3.0,1.0,0.0
P318,41.0,4.0,,2.0,,White,White,2.0,5.0,0.118,4.0,1.0,,1.0,,,1.0,3,0.6,3.0,3.0,,,2.0,,,,,,,1.0,,,,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,2.6,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,,,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.3,1.3333333333333333,5.0,1.0,3.6666666666666665,5.0,3.3333333333333335,3.2,1.0,0.0
P388,27.0,4.0,,2.0,,White,British,2.0,5.0,0.118,4.0,1.0,,1.0,,,2.0,,0.5,0.0,2.0,,,5.0,None,,,,,,1.0,,,,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,,,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.1,4.0,4.0,4.0,4.0,3.0,3.6666666666666665,2.6,1.0,0.0
P086,47.0,4.0,Masculino,2.0,,Meztizo,Mestiza,1.0,2.0,0.322,8.0,3.0,,1.0,,,2.0,,0.7,2.0,3.0,,,,,1.0,,,,,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.1,4.0,4.0,4.0,4.333333333333333,1.6666666666666667,3.3333333333333335,1.0,1.0,0.0
P112,21.0,4.0,,2.0,,Latines,Latino,1.0,2.0,0.322,5.0,2.0,,3.0,,2 years,2.0,,0.1,0.0,0.0,,,,,5.0,GreenParty,Partido verde,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,3.2,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,7.0,3.0,3.0,4.0,4.0,3.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.4,1.0,0.0
P097,40.0,4.0,,2.0,,Latines,Latino,1.0,2.0,0.322,8.0,1.0,,6.0,,15,1.0,2,1.0,1.0,4.0,,,,,2.0,,,,,1.0,,,,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.95,2.0,3.0,3.0,3.0,2.0,2.3333333333333335,5.0,1.0,0.0
P121,47.0,4.0,masculino,2.0,,Latines,latino,1.0,2.0,0.322,8.0,1.0,,6.0,,15,1.0,2,0.8,0.0,4.0,,,,,5.0,None,ninguno,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.2,3.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,3.0,5.0,5.0,5.0,2.3333333333333335,3.4444444444444446,1.0,1.0,0.0
P204,20.0,4.0,,2.0,,NA,Ateo,1.0,2.0,0.322,7.0,1.0,,1.0,,,2.0,,0.1,2.0,0.0,,,,,1.0,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.4,,5.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,3.25,5.0,4.0,4.0,3.6666666666666665,2.6666666666666665,3.625,1.0,1.0,0.0
P072,23.0,4.0,,2.0,,Meztizo,Mestizo,1.0,2.0,0.322,6.0,1.0,,1.0,,,2.0,,0.1,1.0,0.0,,,,,2.0,,,,,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.2,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.9,3.0,4.0,4.0,3.6666666666666665,2.0,2.888888888888889,1.0,1.0,0.0
P075,39.0,4.0,,2.0,,Meztizo,Mestizo,1.0,2.0,0.322,7.0,1.0,,2.0,,0,2.0,,0.5,3.0,2.0,,,,,4.0,,,,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,3.0,4.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.3,1.6666666666666667,1.0,3.0,2.6666666666666665,2.0,2.111111111111111,1.0,1.0,0.0
P114,31.0,4.0,,2.0,,Latines,Latino,1.0,2.0,0.322,8.0,3.0,,6.0,,8 Years,2.0,,0.9,0.0,4.0,,,,,5.0,Citizens' Movement,Movimiento ciudadano,,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,3.8,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.55,2.0,3.0,3.0,3.0,2.0,2.3333333333333335,5.0,1.0,0.0
P074,42.0,4.0,,2.0,,Meztizo,Mestizo,1.0,2.0,0.322,8.0,1.0,,9.0,,12,1.0,1,0.5,1.0,2.0,,,,,2.0,,,,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,1.6,1.0,1.0,3.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,10 years ago,10 años,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.8,1.6666666666666667,5.0,4.0,4.666666666666667,3.6666666666666665,3.3333333333333335,4.4,1.0,0.0
P088,30.0,4.0,,2.0,,Latines,Layinok,1.0,2.0,0.322,8.0,1.0,,3.0,,6 years,2.0,,1.0,1.0,4.0,,,,,2.0,,,,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.4,2.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.8,3.3333333333333335,5.0,5.0,5.0,1.0,3.111111111111111,3.0,1.0,0.0
P123,41.0,4.0,,2.0,,Latines,latino,1.0,2.0,0.322,7.0,1.0,,6.0,,24,1.0,1,0.6,3.0,3.0,,,,,4.0,,,,,1.0,,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,1.3333333333333333,2.0,2.0,2.6666666666666665,1.0,1.6666666666666667,1.4,1.0,0.0
P138,40.0,4.0,,2.0,,Indigenous,la raza olmeca,1.0,2.0,0.322,4.0,1.0,,6.0,,13,1.0,1,0.9,3.0,4.0,,,,,4.0,,,,,1.0,,,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.4,1.0,2.0,2.0,1.6666666666666667,1.0,1.2222222222222223,1.8,1.0,0.0
P180,24.0,5.0,,2.0,,NA,con todos,1.0,2.0,0.322,7.0,1.0,,3.0,,5 years,1.0,1,0.5,2.0,2.0,,,,,1.0,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.3,2.3333333333333335,4.0,3.0,3.3333333333333335,1.3333333333333333,2.3333333333333335,3.0,1.0,0.0
P049,21.0,4.0,,2.0,,Latines,Mexicano,1.0,2.0,0.322,7.0,2.0,,1.0,,,2.0,,0.7,3.0,3.0,,,,,4.0,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.6,1.6666666666666667,2.0,1.0,1.3333333333333333,1.3333333333333333,1.4444444444444444,2.0,1.0,0.0
P116,43.0,4.0,,2.0,,Latines,Latino,1.0,2.0,0.322,8.0,1.0,,1.0,,,2.0,,0.4,1.0,1.0,,,,,2.0,,,,,1.0,,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.4,2.0,5.0,5.0,1.0,1.0,5.0,2.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.15,4.0,5.0,5.0,5.0,2.3333333333333335,3.7777777777777777,1.0,1.0,0.0
P073,25.0,4.0,,2.0,,Meztizo,Mestizo,1.0,2.0,0.322,8.0,1.0,,3.0,,8 meses,1.0,2,0.5,1.0,2.0,,,,,2.0,,,,,1.0,,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.4,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.85,3.0,4.0,4.0,3.6666666666666665,2.3333333333333335,3.0,2.0,1.0,0.0
P077,62.0,4.0,,2.0,,Meztizo,mestizo,1.0,2.0,0.322,8.0,1.0,,1.0,,,1.0,3,0.5,3.0,2.0,,,,,4.0,,,,,1.0,,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,25 years,25 años,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.15,3.3333333333333335,3.0,3.0,3.0,1.6666666666666667,2.6666666666666665,1.0,1.0,0.0
P115,43.0,4.0,,2.0,,Latines,Latino,1.0,2.0,0.322,8.0,1.0,,6.0,,16,1.0,2,0.1,3.0,0.0,,,,,4.0,,,,,1.0,,,,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,3.0,2.2,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,,,Mexico,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.75,1.0,3.0,2.0,2.3333333333333335,1.3333333333333333,1.5555555555555556,2.4,1.0,0.0
P080,52.0,4.0,,2.0,,Meztizo,mestizo,1.0,2.0,0.322,6.0,1.0,,3.0,,3 years,1.0,1,0.5,0.0,2.0,,,,,5.0,I am not convinced by any,No me convence ninguno,,,1.0,,,,4.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.4,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,Mexico,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,3.35,3.0,4.0,4.0,4.0,3.0,3.3333333333333335,1.0,1.0,0.0
P181,31.0,4.0,,2.0,,Indigenous,Colima,1.0,2.0,0.322,8.0,3.0,,6.0,,2 years,1.0,3,0.9,3.0,4.0,,,,,4.0,,,,,1.0,,,,3.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.8,1.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,,,Mexico,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,2.45,1.6666666666666667,3.0,2.0,2.3333333333333335,3.0,2.3333333333333335,5.0,1.0,0.0
P198,40.0,4.0,,2.0,,White,Blanca,1.0,2.0,0.322,7.0,1.0,,6.0,,6,1.0,1,0.7,1.0,3.0,,,,,2.0,,,,,1.0,,,,4.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,,,Mexico,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,2.85,2.6666666666666665,4.0,2.0,3.0,2.3333333333333335,2.6666666666666665,2.8,1.0,0.0
